1.5237,2.2882,1.1000,1.2257,3.1354
1.5150,2.2739,1.1020,NaN,3.0656
1.4339,2.1298,1.1020,1.2273,2.8665
1.4375,2.1392,1.1030,1.2224,2.8896
1.4472,2.1494,1.1030,1.2357,2.8696
1.4993,2.1387,1.1030,1.2223,2.8226
1.5105,2.1860,1.1050,1.2052,2.9223
1.4820,2.1695,1.1050,1.2273,2.9031
1.4865,2.1945,1.1050,1.2213,2.9516
1.4602,2.1375,1.1060,1.2150,2.9019
1.4650,2.1292,1.1070,1.2067,2.8757
1.4606,2.1230,1.1070,1.2113,2.9033
1.4561,2.1067,1.1070,1.1902,2.8768
1.4974,2.1501,1.1060,1.1982,2.9169
1.4907,2.1669,1.1070,1.2122,2.9552
1.4874,2.1759,1.1070,1.2310,2.9729
1.5157,2.2297,1.1090,1.2149,3.0486
1.5206,2.2247,1.1110,1.1944,3.0421
1.5599,2.2503,1.1140,1.2028,3.0410
1.5641,2.2700,1.1150,1.2135,3.0498
1.5600,2.2459,1.1140,1.2281,2.9903
1.5451,2.2400,1.1150,1.2266,3.0028
1.5486,2.2514,1.1160,NaN,3.0004
1.5040,2.1971,1.1160,1.2237,2.9363
1.5178,2.2178,1.1160,1.2390,2.9511
1.5194,2.2369,1.1150,1.2307,2.9825
1.5056,2.2013,1.1150,1.2199,2.9152
1.4001,2.0185,1.1130,1.2033,2.6863
1.4040,1.9906,1.1110,1.2081,2.6103
1.4285,2.0415,1.1120,1.1952,2.6635
1.3296,1.8681,1.1130,1.1725,2.4457
1.3567,1.8986,1.1140,1.1596,2.4384
1.2884,1.7709,1.1160,1.1603,2.2920
1.2978,1.7732,1.1170,1.1692,2.3342
1.2737,1.7118,1.1190,1.1406,2.2432
1.3000,1.7697,1.1190,1.1594,2.3660
1.2585,1.7029,1.1180,1.1349,2.2998
1.2635,1.7278,1.1170,NaN,2.3669
1.3007,1.7908,1.1160,1.1345,2.4390
1.2809,1.7737,1.1150,1.1212,2.3986
1.2437,1.7031,1.1160,1.1270,2.2989
1.2565,1.7310,1.1170,1.1495,2.3392
1.2626,1.7492,1.1140,1.1312,2.3493
1.1871,1.6200,1.1130,1.1469,2.1697
1.1827,1.5984,1.1120,1.1343,2.1734
1.1522,1.5298,1.1130,1.1404,2.0740
1.1892,1.5869,1.1140,1.1683,2.1699
1.1710,1.5665,1.1160,1.1681,2.1683
1.1954,1.6210,1.1140,1.1460,2.2605
1.1902,1.6278,1.1140,1.1520,2.2764
1.2048,1.6603,1.1150,1.1520,2.3170
1.1963,1.6437,1.1160,1.1293,2.2829
1.1893,1.6447,1.1180,NaN,2.3056
1.2256,1.7126,1.1170,1.1361,2.4036
1.2361,1.7325,1.1170,1.1568,2.4189
1.2324,1.7284,1.1170,1.1500,2.3906
1.2314,1.7349,1.1180,1.1506,2.4136
1.2585,1.7709,1.1180,1.1666,2.4529
1.2465,1.7612,1.1190,1.1541,2.4212
1.2546,1.7729,1.1190,1.1599,2.4045
1.1779,1.6322,1.1190,1.1735,2.2145
1.1900,1.6389,1.1190,1.1716,2.1888
1.1612,1.5525,1.1200,1.1642,2.0391
1.1829,1.5884,1.1200,1.1908,2.1007
1.2315,1.6697,1.1210,1.1975,2.1937
1.2344,1.6767,1.1200,1.2003,2.1818
1.2486,1.6315,1.1210,1.2020,2.0701
1.2531,1.6695,1.1200,1.1999,2.1215
1.2541,1.6729,1.1190,1.1854,2.1758
1.2397,1.6301,1.1200,1.1926,2.1410
1.2162,1.6041,1.1210,1.1932,2.1035
1.2181,1.6018,1.1220,1.2088,2.1023
1.2374,1.6556,1.1220,1.2074,2.1996
1.2408,1.6418,1.1230,1.2082,2.1699
1.2469,1.6197,1.1250,1.2167,2.1472
1.2610,1.6731,1.1240,1.2208,2.2693
1.2803,1.7323,1.1240,1.2199,2.3703
1.3115,1.7758,1.1240,1.2248,2.4250
1.3020,1.7688,1.1240,1.2266,2.4189
1.3060,1.7814,1.1250,1.2181,2.4606
1.2843,1.7523,1.1260,1.2215,2.4158
1.2906,1.7691,1.1280,NaN,2.4119
1.2793,1.7577,1.1270,1.2235,2.3934
1.2654,1.7239,1.1270,1.2312,2.3410
1.2980,1.7867,1.1290,1.2326,2.4490
1.2987,1.7922,1.1300,1.2257,2.4399
1.3002,1.7830,1.1290,1.2330,2.4061
1.3174,1.8304,1.1290,1.2182,2.4887
1.3146,1.8410,1.1280,1.2330,2.5078
1.2953,1.8139,1.1280,1.2173,2.4548
1.2856,1.7961,1.1280,1.2211,2.4347
1.3035,1.8359,1.1270,1.2161,2.4929
1.2988,1.8209,1.1270,1.2272,2.4719
1.3163,1.8481,1.1240,1.2392,2.5049
1.3220,1.8646,1.1230,1.2452,2.5383
1.3206,1.8591,1.1240,1.2443,2.5221
1.3029,1.8289,1.1250,1.2499,2.4742
1.3068,1.8361,1.1240,1.2521,2.4818
1.2835,1.7525,1.1200,1.2508,2.3419
1.2755,1.7385,1.1190,1.2485,2.3037
1.2813,1.7496,1.1180,1.2504,2.3331
1.2760,1.7404,1.1140,1.2523,2.3222
1.2829,1.7602,1.1170,1.2501,2.3538
1.2777,1.7519,1.1190,1.2513,2.3439
1.2757,1.7441,1.1190,1.2421,2.3534
1.2744,1.7432,1.1200,1.2288,2.3354
1.2973,1.7960,1.1200,1.2271,2.4215
1.2957,1.7972,1.1210,1.2271,2.4147
1.2975,1.8071,1.1210,1.2304,2.4290
1.2646,1.7378,1.1210,1.2358,2.3254
1.2384,1.6739,1.1230,1.2348,2.2425
1.2397,1.6726,1.1240,1.2525,2.2431
1.2453,1.6685,1.1230,1.2407,2.2220
1.2483,1.6692,1.1240,1.2358,2.2213
1.2421,1.6657,1.1230,1.2308,2.2110
1.2503,1.6944,1.1230,1.2446,2.2471
1.2471,1.6891,1.1220,1.2306,2.2731
1.2400,1.6423,1.1190,1.2312,2.2064
1.2379,1.6532,1.1190,1.2326,2.2251
1.2442,1.6728,1.1200,1.2397,2.2562
1.2481,1.6953,1.1200,1.2360,2.2928
1.2386,1.6762,1.1210,1.2530,2.2681
1.2369,1.6683,1.1210,1.2659,2.2590
1.2389,1.6766,1.1210,1.2632,2.2798
1.2383,1.6761,1.1200,1.2675,2.2623
1.2400,1.6684,1.1200,NaN,2.2499
1.2818,1.7379,1.1210,1.2718,2.3615
1.2782,1.7458,1.1210,1.2754,2.3723
1.2808,1.7572,1.1200,1.2752,2.3942
1.2900,1.7639,1.1200,1.2735,2.4147
1.2868,1.7688,1.1210,1.2739,2.4107
1.2862,1.7674,1.1210,1.2778,2.4083
1.2820,1.7628,1.1200,1.2817,2.3974
1.2425,1.6831,1.1200,1.2617,2.2572
1.2463,1.6863,1.1220,1.2592,2.2632
1.2628,1.7425,1.1220,1.2609,2.3389
1.2548,1.7360,1.1240,1.2600,2.3097
1.2617,1.7461,1.1240,1.2568,2.3326
1.2628,1.7528,1.1250,1.2624,2.3290
1.2602,1.7330,1.1260,1.2647,2.3010
1.2716,1.7597,1.1270,1.2678,2.3588
1.2659,1.7512,1.1270,1.2795,2.3511
1.2514,1.7292,1.1280,1.2355,2.3403
1.2691,1.7707,1.1300,1.2239,2.4104
1.2759,1.7895,1.1290,1.2489,2.4370
1.2821,1.7937,1.1290,1.2665,2.4296
1.2837,1.7949,1.1300,1.2832,2.4457
1.2843,1.7917,1.1320,1.2894,2.4278
1.3050,1.8272,1.1310,NaN,2.4681
1.3068,1.8381,1.1300,1.2824,2.4651
1.3110,1.8462,1.1310,1.2945,2.4605
1.3107,1.8533,1.1320,1.2928,2.4522
1.3058,1.8484,1.1320,1.3129,2.4579
1.3107,1.8521,1.1320,1.3171,2.4361
1.3393,1.8759,1.1310,1.3284,2.4668
1.3460,1.8911,1.1310,1.3275,2.5073
1.3435,1.8939,1.1310,1.3335,2.5158
1.3442,1.8901,1.1320,1.3314,2.4844
1.3384,1.8808,1.1320,1.3376,2.4699
1.3333,1.8855,1.1320,1.3359,2.4952
1.3290,1.8815,1.1340,1.3412,2.4895
1.3352,1.8888,1.1350,1.3348,2.4859
1.3242,1.8740,1.1360,1.3368,2.4697
1.3268,1.8790,1.1350,1.3364,2.4652
1.3427,1.9040,1.1360,1.3352,2.5012
1.3216,1.8259,1.1360,1.3315,2.3685
1.3231,1.8295,1.1360,1.3322,2.3517
1.3170,1.8177,1.1360,1.3327,2.3331
1.3058,1.7900,1.1370,1.3261,2.3080
1.3107,1.8073,1.1370,1.3212,2.3233
1.3125,1.8160,1.1370,1.3205,2.3179
1.3157,1.8277,1.1370,1.3260,2.3410
1.3179,1.8180,1.1390,1.3366,2.3187
1.3297,1.8441,1.1400,1.3395,2.3418
1.3390,1.8592,1.1410,1.3396,2.3677
1.3335,1.8526,1.1420,1.3349,2.3487
1.3300,1.8259,1.1420,1.3358,2.3124
1.3550,1.8468,1.1420,1.3405,2.3345
1.3959,1.8892,1.1430,1.3420,2.4093
1.3897,1.8970,1.1420,1.3324,2.4179
1.3875,1.9026,1.1410,1.3302,2.4254
1.3839,1.9030,1.1410,1.3374,2.4183
1.3847,1.9060,1.1400,1.3343,2.4215
1.3733,1.8829,1.1410,1.3422,2.3812
1.3752,1.8848,1.1400,1.3435,2.3886
1.3707,1.8869,1.1390,1.3333,2.4080
1.3621,1.8714,1.1400,1.3351,2.3955
1.3615,1.8797,1.1400,1.3307,2.4053
1.3617,1.8846,1.1390,1.3449,2.4089
1.3635,1.8843,1.1380,1.3415,2.4115
1.3700,1.8868,1.1390,1.3404,2.4073
1.3594,1.8717,1.1390,1.3378,2.3960
1.3645,1.8644,1.1390,1.3423,2.3848
1.3674,1.8746,1.1390,NaN,2.3974
1.3771,1.9046,1.1390,1.3444,2.4407
1.3764,1.9050,1.1390,1.3421,2.4290
1.3758,1.9118,1.1400,1.3406,2.4412
1.3672,1.8988,1.1400,1.3091,2.4193
1.3438,1.8461,1.1400,1.3328,2.3569
1.3430,1.8542,1.1400,1.3099,2.3572
1.3343,1.8423,1.1410,1.3122,2.3558
1.3442,1.8614,1.1410,1.3186,2.3780
1.3420,1.8607,1.1420,1.3151,2.3705
1.3461,1.8616,1.1410,1.3321,2.3745
1.3563,1.8740,1.1420,1.3360,2.3812
1.3500,1.8698,1.1420,1.3314,2.3683
1.3281,1.8327,1.1430,1.3214,2.3318
1.3361,1.8453,1.1430,1.3280,2.3512
1.3323,1.8441,1.1430,1.3359,2.3498
1.3380,1.8498,1.1430,1.3240,2.3569
1.3417,1.8582,1.1430,1.3359,2.3613
1.3582,1.8929,1.1460,1.3379,2.4243
1.3633,1.9039,1.1460,1.3231,2.4268
1.3606,1.9028,1.1460,1.3276,2.4253
1.3617,1.9036,1.1460,1.3242,2.4243
1.3630,1.8992,1.1480,1.3218,2.4092
1.3516,1.8827,1.1490,1.3220,2.3805
1.3694,1.9108,1.1490,1.3285,2.4131
1.3673,1.9067,1.1500,1.3317,2.3987
1.3684,1.9077,1.1510,1.3297,2.4079
1.3721,1.9009,1.1530,1.3343,2.3947
1.3885,1.9200,1.1530,1.3431,2.4159
1.3884,1.9268,1.1530,1.3390,2.4151
1.3832,1.9171,1.1510,1.3359,2.3982
1.3794,1.9133,1.1510,1.3324,2.3960
1.3772,1.8955,1.1510,1.3308,2.3776
1.3755,1.8943,1.1510,1.3262,2.3713
1.3849,1.9106,1.1500,1.3189,2.3892
1.3743,1.8952,1.1500,1.3073,2.3566
1.3875,1.9036,1.1500,1.3006,2.3639
1.3829,1.8974,1.1500,1.2989,2.3553
1.3838,1.8990,1.1490,1.3317,2.3394
1.3899,1.9091,1.1480,1.3390,2.3612
1.3824,1.8946,1.1480,1.3542,2.3325
1.3979,1.9191,1.1480,1.3581,2.3540
1.4089,1.9331,1.1460,1.3606,2.3580
1.4141,1.9420,1.1440,NaN,2.3738
